time,voltage,speed,distance_traveled
1743686488437,0.0,0.0,0.0
1743686488547,0.0,0.0,0.0
1743686488641,0.0,0.0,0.0
1743686488750,0.0,0.0,0.0
1743686488857,0.0,0.0,0.0
1743686488967,0.0,0.0,0.0
1743686489076,0.0,0.0,0.0
1743686489184,0.0,0.0,0.0
1743686489276,0.0,0.0,0.0
1743686489387,0.0,0.0,0.0
1743686489496,0.0,0.0,0.0
1743686489604,0.0,0.0,0.0
1743686489713,1.21,0.0,0.0
1743686489822,0.0,0.0,0.0
1743686489913,0.0,0.0,0.0
1743686490022,0.0,0.0,0.0
1743686490133,0.0,0.0,0.0
1743686490241,0.0,0.0,0.0
1743686490350,0.0,0.0,0.0
1743686490647,0.0,0.0,0.0
1743686490772,0.0,0.0,0.0
1743686490881,0.0,0.0,0.0
1743686490989,0.0,0.0,0.0
1743686491099,0.0,0.0,0.0
1743686491191,0.0,0.0,0.0
1743686491299,0.0,0.0,0.0
1743686491408,0.0,0.0,0.0
1743686491518,0.0,0.0,0.0
1743686491627,0.0,0.0,0.0
1743686491736,0.0,0.0,0.0
1743686491830,0.0,0.0,0.0
1743686491938,0.0,0.0,0.0
1743686492048,0.0,0.0,0.0
1743686492157,0.0,0.0,0.0
1743686492265,0.0,0.0,0.0
1743686492359,0.0,0.0,0.0
1743686492468,0.0,0.0,0.0
1743686492579,0.0,0.0,0.0
1743686492685,0.0,0.0,0.0
1743686493011,0.0,0.0,0.0
1743686493167,0.0,0.0,0.0
1743686493276,0.0,0.0,0.0
1743686493370,0.0,0.0,0.0
1743686493479,0.0,0.0,0.0
1743686493589,0.0,0.0,0.0
1743686493699,0.0,0.0,0.0
1743686493806,0.0,0.0,0.0
1743686493901,0.0,0.0,0.0
1743686494010,0.0,0.0,0.0
1743686494118,0.0,0.0,0.0
1743686494226,0.0,0.0,0.0
1743686494336,0.0,0.0,0.0
1743686494445,0.0,0.0,0.0
1743686494540,0.0,0.0,0.0
1743686494649,0.0,0.0,0.0
1743686494757,0.0,0.0,0.0
1743686494865,0.0,0.0,0.0
1743686494975,0.0,0.0,0.0
1743686495070,0.0,0.0,0.0
1743686495638,0.0,0.0,0.0
1743686495764,0.0,0.0,0.0
1743686495871,0.0,0.0,0.0
1743686495982,0.0,0.0,0.0
1743686496091,0.0,0.0,0.0
1743686496184,0.0,0.0,0.0
1743686496292,0.0,0.0,0.0
1743686496403,0.0,0.0,0.0
1743686496513,0.0,0.0,0.0
1743686496622,0.0,0.0,0.0
1743686496715,0.4,0.0,0.0
1743686496823,0.0,0.0,0.0
1743686496930,0.0,0.0,0.0
1743686497037,0.0,0.0,0.0
1743686497146,0.0,0.0,0.0
1743686497255,0.0,0.0,0.0
1743686497365,0.0,0.0,0.0
1743686497458,0.0,0.0,0.0
1743686497567,0.0,0.0,0.0
1743686497676,0.0,0.0,0.0
1743686498080,0.0,0.0,0.0
1743686498205,0.0,0.0,0.0
1743686498314,0.0,0.0,0.0
1743686498423,0.0,0.0,0.0
1743686498536,0.0,0.0,0.0
1743686498631,0.0,0.0,0.0
1743686498741,0.0,0.0,0.0
1743686498851,0.0,0.0,0.0
1743686498960,0.0,0.0,0.0
1743686499053,0.0,0.0,0.0
1743686499163,0.0,0.0,0.0
1743686499273,0.4,0.0,0.0
1743686499380,0.0,0.0,0.0
1743686499491,0.0,0.0,0.0
1743686499585,0.0,0.0,0.0
1743686499694,0.0,0.0,0.0
1743686499802,0.0,0.0,0.0
1743686499911,0.0,0.0,0.0
1743686500020,0.0,0.0,0.0
1743686500132,0.0,0.0,0.0
1743686500547,0.0,0.0,0.0
1743686500658,0.0,0.0,0.0
1743686500766,0.0,0.0,0.0
1743686500873,0.0,0.0,0.0
1743686500966,0.0,0.0,0.0
1743686501077,0.0,0.0,0.0
1743686501186,0.0,0.0,0.0
1743686501297,0.0,0.0,0.0
1743686501405,0.0,0.0,0.0
1743686501497,0.0,0.0,0.0
