time,voltage,speed,distance_traveled
1743684063185,0.0,0.0,0.0
1743684063292,0.81,0.0,0.0
1743684063397,0.0,0.0,0.0
1743684063505,0.0,0.0,0.0
1743684063610,0.0,0.0,0.0
1743684063716,0.0,0.0,0.0
1743684063823,0.0,0.0,0.0
1743684063929,0.0,0.0,0.0
1743684064035,0.0,0.0,0.0
1743684064143,0.0,0.0,0.0
1743684064248,0.0,0.0,0.0
1743684064354,0.0,0.0,0.0
1743684064460,0.0,0.0,0.0
1743684064566,0.0,0.0,0.0
1743684064673,0.0,0.0,0.0
1743684064779,0.4,0.0,0.0
1743684064885,0.0,0.0,0.0
1743684064992,0.0,0.0,0.0
1743684065098,0.0,0.0,0.0
1743684065204,0.81,0.0,0.0
1743684065311,0.0,0.0,0.0
1743684065418,1.21,0.0,0.0
1743684065523,0.81,0.0,0.0
1743684065630,0.0,0.0,0.0
1743684065736,2.83,0.0,0.0
1743684065846,1.21,0.0,0.0
1743684065949,0.0,0.0,0.0
1743684066055,0.0,0.0,0.0
1743684066162,0.4,0.0,0.0
1743684066268,2.02,0.0,0.0
1743684066374,0.4,0.0,0.0
1743684066482,0.0,0.0,0.0
1743684066586,0.0,0.0,0.0
1743684066695,1.21,0.0,0.0
1743684066799,0.0,0.0,0.0
1743684066906,0.0,0.0,0.0
1743684067012,0.4,0.0,0.0
1743684067120,0.0,0.0,0.0
1743684067225,1.21,0.0,0.0
1743684067331,0.0,0.0,0.0
1743684067437,0.0,0.0,0.0
1743684067543,0.0,0.0,0.0
1743684067650,0.0,0.0,0.0
1743684067756,0.0,0.0,0.0
1743684067862,0.4,0.0,0.0
1743684067968,0.0,0.0,0.0
1743684068075,0.0,0.0,0.0
1743684068181,0.4,0.0,0.0
1743684068287,0.0,0.0,0.0
1743684068394,0.0,0.0,0.0
1743684068500,0.0,0.0,0.0
1743684068606,0.0,0.0,0.0
1743684068712,0.0,0.0,0.0
1743684068819,0.0,0.0,0.0
1743684068925,0.0,0.0,0.0
1743684069031,0.0,0.0,0.0
1743684069138,0.0,0.0,0.0
1743684069244,0.0,0.0,0.0
1743684069351,0.0,0.0,0.0
1743684069456,0.0,0.0,0.0
1743684069563,0.0,0.0,0.0
1743684069669,0.0,0.0,0.0
1743684069775,0.0,0.0,0.0
1743684071154,0.0,0.0,0.0
1743684071263,0.0,0.0,0.0
1743684071369,0.0,0.0,0.0
1743684071476,0.0,0.0,0.0
1743684071585,0.0,0.0,0.0
1743684071688,0.0,0.0,0.0
1743684071794,0.0,0.0,0.0
1743684071901,0.0,0.0,0.0
1743684072007,0.0,0.0,0.0
1743684072113,0.0,0.0,0.0
1743684072222,0.0,0.0,0.0
1743684072326,0.0,0.0,0.0
1743684072432,0.0,0.0,0.0
1743684072539,0.0,0.0,0.0
1743684072645,0.0,0.0,0.0
1743684072859,0.0,0.0,0.0
1743684072964,0.0,0.0,0.0
1743684073070,0.0,0.0,0.0
1743684073176,0.0,0.0,0.0
1743684073283,0.0,0.0,0.0
1743684073552,0.0,0.0,0.0
1743684073655,0.0,0.0,0.0
1743684073761,1.21,0.0,0.0
1743684073868,0.0,0.0,0.0
1743684073974,0.0,0.0,0.0
1743684074080,0.0,0.0,0.0
1743684074187,0.4,0.0,0.0
1743684074293,0.4,0.0,0.0
1743684074400,0.0,0.0,0.0
1743684074506,0.0,0.0,0.0
1743684074612,0.0,0.0,0.0
1743684074718,0.0,0.0,0.0
1743684074825,0.0,0.0,0.0
1743684074931,0.0,0.0,0.0
1743684075037,0.0,0.0,0.0
1743684075144,0.0,0.0,0.0
1743684075250,0.81,0.0,0.0
1743684075356,2.02,0.0,0.0
1743684075463,0.0,0.0,0.0
1743684075571,0.0,0.0,0.0
1743684075828,0.0,0.0,0.0
1743684075904,0.0,0.0,0.0
1743684075994,0.0,0.0,0.0
1743684076101,0.0,0.0,0.0
1743684076207,0.81,0.0,0.0
