time,voltage,speed5,distance_traveled,,,,speed10,speed7
1.72874E+12,0,2.16,215.18540772329996,,,,,
,,,,,,,,
1.72874E+12,0,2.16,215.48953641449998,,,,,
,,,,,,,,
1.72874E+12,0,2.16,215.87286528569996,,,,,
,,,,,,,,
1.72874E+12,0,2.16,216.13580988329997,,,,,
,,,,,,,,
1.72874E+12,0,2.09,216.43008255209998,,,,,
,,,,,,,,
1.72874E+12,0,2.09,216.79792338809997,,,,,
,,,,,,,,
1.72874E+12,0,2.09,217.09219605689998,,,,,
,,,,,,,,
1.72874E+12,0,2.09,217.35888066299998,,,,,
,,,,,,,,
1.72874E+12,0,2.09,217.67767605419996,,,,,
,,,,,,,,
1.72874E+12,0,2.09,218.02099416779996,,,,,
,,,,,,,,
1.72874E+12,0,1.98,218.30268280799996,,,,,
,,,,,,,,
1.72874E+12,0,1.98,218.56113939539995,,,,,
,,,,,,,,
1.72874E+12,0,1.98,218.88929214119997,,,,,
,,,,,,,,
1.72874E+12,0,1.98,219.14194071539998,,,,,
,,,,,,,,
1.72874E+12,0,1.98,219.4700935,,,,,
,,,,,,,,
1.72874E+12,0,1.98,219.716934,,,,,
,,,,,,,,
1.72874E+12,0,1.91,220.0811082,,,,,
,,,,,,,,
1.72874E+12,0,1.91,220.3696462,,,,,
,,,,,,,,
1.72874E+12,0,1.91,220.64978014230002,,,,,
,,,,,,,,
1.72874E+12,0,1.91,220.92991411230003,,,,,
,,,,,,,,
1.72874E+12,0,1.91,221.20164406320004,,,,,
,,,,,,,,
1.72874E+12,0,1.91,221.47337401410005,,,,,
,,,,,,,,
1.72874E+12,0,1.91,221.72269324740003,,,,,
,,,,,,,,
1.72874E+12,0,1.84,221.96827247220003,,,,,
,,,,,,,,
1.72874E+12,0,1.84,222.2597291,,,,,
,,,,,,,,
1.72874E+12,0,1.84,222.5241991,,,,,
,,,,,,,,
1.72874E+12,0,1.84,222.8075597,,,,,
,,,,,,,,
1.72874E+12,0,1.84,223.0639336,,,,,
,,,,,,,,
1.72874E+12,0,1.84,223.3418969,,,,,
,,,,,,,,
1.72874E+12,0,1.84,223.646847,,,,,
,,,,,,,,
1.72874E+12,0,1.74,223.9122556,,,,,
,,,,,,,,
1.72874E+12,0,1.74,224.15724811380002,,,,,
,,,,,,,,
1.72874E+12,0,1.74,224.42010471120003,,,,,
,,,,,,,,
1.72874E+12,0.4,1.74,224.67530529120003,,,,,
,,,,,,,,
1.72874E+12,0,1.74,224.93305787700004,,,,,
,,,,,,,,
1.72874E+12,0,1.74,225.17805043380005,,,,,
,,,,,,,,
1.72874E+12,0.4,1.74,225.48429112980006,,,,,
,,,,,,,,
1.72874E+12,0,1.66,225.72288900540005,,,,,
,,,,,,,,
1.72874E+12,0,1.66,225.92983614240003,,,,,
,,,,,,,,
1.72874E+12,0,1.66,226.20251942880003,,,,,
,,,,,,,,
1.72874E+12,0,1.66,226.41677058240003,,,,,
,,,,,,,,
1.72874E+12,0,1.66,226.65536845800003,,,,,
,,,,,,,,
1.72874E+12,0,1.66,226.9353558,,,,,
,,,,,,,,
1.72874E+12,0,1.66,227.14960691459999,,,,,
,,,,,,,,
1.72874E+12,0,1.66,227.42229020099998,,,,,
,,,,,,,,
1.72874E+12,0,1.57,227.65946540669998,,,,,
,,,,,,,,
1.72874E+12,0,1.57,227.89203526859998,,,,,
,,,,,,,,
1.72874E+12,0,1.57,228.11769711479997,,,,,
,,,,,,,,
1.72874E+12,0,1.57,228.38941239899995,,,,,
,,,,,,,,
1.72874E+12,0,1.57,228.58744218239994,,,,,
,,,,,,,,
1.72874E+12,0,1.57,228.81080135669993,,,,,
,,,,,,,,
1.72874E+12,0,1.57,229.0410685466999,,,,,
,,,,,,,,
1.72874E+12,0,1.57,229.2621250490999,,,,,
,,,,,,,,
1.72874E+12,0,1.57,229.50620827049988,,,,,
,,,,,,,,
1.72874E+12,0,1.46,229.7160594140999,,,,,
,,,,,,,,
1.72874E+12,0,1.46,229.9237692194999,,,,,
,,,,,,,,
1.72874E+12,0,1.46,230.17002311249988,,,,,
,,,,,,,,
1.72874E+12,0,1.46,230.3927222852999,,,,,
,,,,,,,,
1.72874E+12,0,1.46,230.58330138509987,,,,,
,,,,,,,,
1.72874E+12,0,1.46,230.78672851409988,,,,,
,,,,,,,,
1.72874E+12,0,1.46,231.02869973069988,,,,,
,,,,,,,,
1.72874E+12,0,1.46,231.2492575652999,,,,,
,,,,,,,,
1.72874E+12,0,1.46,231.4355539886999,,,,,
,,,,,,,,
1.72874E+12,0,1.37,231.6605998334999,,,,,
,,,,,,,,
1.72874E+12,0,1.37,231.8555056097999,,,,,
,,,,,,,,
1.72874E+12,0,1.37,232.06246741349992,,,,,
,,,,,,,,
1.72874E+12,0,1.37,232.26541054139992,,,,,
,,,,,,,,
1.72874E+12,0,1.37,232.46232565559993,,,,,
,,,,,,,,
1.72874E+12,0,1.37,232.6592407697999,,,,,
,,,,,,,,
1.72874E+12,0,1.37,232.8742399250999,,,,,
,,,,,,,,
1.72874E+12,0,1.37,233.0972764319999,,,,,
,,,,,,,,
1.72874E+12,0,1.37,233.3022288977999,,,,,
,,,,,,,,
1.72874E+12,0,1.37,233.4951253361999,,,,,
,,,,,,,,
1.72874E+12,0,1.27,233.67766708439987,,,,,
,,,,,,,,
1.72874E+12,0,1.27,233.8676595161999,,,,,
,,,,,,,,
1.72874E+12,0,1.27,234.0613772897999,,,,,
,,,,,,,,
1.72874E+12,0,1.27,234.2439190379999,,,,,
,,,,,,,,
1.72874E+12,0,1.27,234.40224606449988,,,,,
,,,,,,,,
1.72874E+12,0,1.27,234.62017855979988,,,,,
,,,,,,,,
1.72874E+12,0,1.27,234.8027203079999,,,,,
,,,,,,,,
1.72874E+12,0,1.27,234.98712472709988,,,,,
,,,,,,,,
1.72874E+12,0,1.27,235.17897982979989,,,,,
,,,,,,,,
1.72874E+12,0,1.27,235.35779623619987,,,,,
,,,,,,,,
1.72874E+12,0,1.27,235.53847531349987,,,,,
,,,,,,,,
1.72874E+12,0,1.27,235.76758383419988,,,,,
,,,,,,,,
1.72874E+12,0,1.14,235.93478421419988,,,,,
,,,,,,,,
1.72874E+12,0,1.14,236.0969685827999,,,,,
,,,,,,,,
1.72874E+12,0,1.14,236.2591529513999,,,,,
,,,,,,,,
1.72874E+12,0,1.14,236.4330413465999,,,,,
,,,,,,,,
1.72874E+12,0,1.14,236.59522571519992,,,,,
,,,,,,,,
1.72874E+12,0,1.14,236.7406900457999,,,,,
,,,,,,,,
1.72874E+12,0,1.14,236.9329704827999,,,,,
,,,,,,,,
1.72874E+12,0,1.14,237.10351487039992,,,,,
,,,,,,,,
1.72874E+12,0,1.14,237.25232320859993,,,,,
,,,,,,,,
1.72874E+12,0,1.14,237.4379156303999,,,,,
,,,,,,,,
1.72874E+12,0,1.14,237.60678801419994,,,,,
,,,,,,,,
1.72874E+12,0,1.14,237.77231639039994,,,,,
,,,,,,,,
1.72874E+12,0,1.02,237.92042072699994,,,,,
,,,,,,,,
1.72874E+12,0,1.02,238.06403705339991,,,,,
,,,,,,,,
1.72874E+12,0,1.02,238.2271014239999,,,,,
,,,,,,,,
1.72874E+12,0,1.02,238.3707177503999,,,,,
,,,,,,,,
1.72874E+12,0,1.02,238.51433407679988,,,,,
,,,,,,,,
1.72874E+12,0,1.02,238.6699184303999,,,,,
,,,,,,,,
1.72874E+12,0,1.02,238.84046281799988,,,,,
,,,,,,,,
1.72874E+12,0,1.02,238.9736071205999,,,,,
,,,,,,,,
1.72874E+12,0,1.02,239.11871945039988,,,,,
,,,,,,,,
1.72874E+12,0,1.02,239.27430380399989,,,,,
,,,,,,,,
1.72874E+12,0,1.02,239.43437616779988,,,,,
,,,,,,,,
1.72874E+12,0,1.02,239.5914565247999,,,,,
