time,voltage,speed,distance_traveled
1740707412819,0.0,0.0,0.0
1740707412921,0.0,0.0,0.0
1740707413022,0.81,0.0,0.0
1740707413125,0.0,0.0,0.0
1740707413223,0.0,0.0,0.0
1740707413324,0.0,0.0,0.0
1740707413425,0.0,0.0,0.0
1740707413549,0.0,0.0,0.0
1740707413632,0.0,0.0,0.0
1740707413730,0.0,0.0,0.0
1740707413830,0.0,0.0,0.0
1740707413931,0.0,0.0,0.0
1740707414032,0.0,0.0,0.0
1740707414134,0.0,0.0,0.0
1740707414236,0.0,0.0,0.0
1740707414345,0.81,0.0,0.0
1740707414437,0.0,0.0,0.0
1740707414546,0.0,0.0,0.0
1740707414643,0.0,0.0,0.0
1740707414741,0.0,0.0,0.0
1740707414844,0.0,0.0,0.0
1740707414943,0.0,0.0,0.0
1740707415045,1.21,0.0,0.0
1740707415146,0.81,0.0,0.0
1740707415248,0.81,0.0,0.0
1740707415348,0.0,0.0,0.0
1740707415449,0.0,0.0,0.0
1740707415551,0.4,0.0,0.0
1740707415651,0.4,0.0,0.0
1740707415752,0.0,0.0,0.0
1740707415854,0.0,0.0,0.0
1740707415954,0.0,0.0,0.0
1740707416058,0.0,0.0,0.0
1740707416160,0.0,0.0,0.0
1740707416258,0.0,0.0,0.0
1740707416358,0.0,0.0,0.0
1740707416460,0.4,0.0,0.0
1740707416562,0.0,0.0,0.0
1740707417890,0.0,0.0,0.0
1740707417977,0.0,0.0,0.0
1740707418080,0.0,0.0,0.0
1740707418179,0.0,0.0,0.0
1740707418281,0.81,0.0,0.0
1740707418381,0.0,0.0,0.0
1740707418482,0.0,0.0,0.0
1740707418583,0.0,0.0,0.0
1740707418686,0.81,0.0,0.0
1740707418786,0.0,0.0,0.0
1740707418888,0.0,0.0,0.0
1740707418988,1.21,0.0,0.0
1740707419091,0.4,0.0,0.0
1740707419194,0.0,0.0,0.0
1740707419292,0.0,0.0,0.0
1740707419393,0.0,0.0,0.0
1740707419494,1.21,0.0,0.0
1740707419596,0.0,0.0,0.0
1740707419708,0.0,0.0,0.0
1740707419797,0.0,0.0,0.0
1740707420010,0.0,0.0,0.0
1740707420101,0.0,0.0,0.0
1740707420202,1.21,0.0,0.0
1740707420303,0.4,0.0,0.0
1740707420404,0.0,0.0,0.0
1740707420505,0.0,0.0,0.0
1740707420607,0.81,0.0,0.0
1740707420715,0.0,0.0,0.0
1740707420809,0.81,0.0,0.0
1740707420910,0.4,0.0,0.0
1740707421012,0.0,0.0,0.0
1740707421113,0.0,0.0,0.0
1740707421215,1.21,0.0,0.0
1740707421315,1.21,0.0,0.0
1740707421416,0.0,0.0,0.0
1740707421517,0.0,0.0,0.0
1740707421618,0.0,0.0,0.0
1740707421719,0.0,0.0,0.0
1740707421821,0.0,0.0,0.0
1740707421924,0.0,0.0,0.0
1740707422147,0.0,0.0,0.0
1740707422229,0.0,0.0,0.0
1740707422328,0.0,0.0,0.0
1740707422430,0.0,0.0,0.0
1740707422534,0.4,0.0,0.0
1740707422633,0.4,0.0,0.0
1740707422736,0.0,0.0,0.0
1740707422836,0.0,0.0,0.0
1740707422938,0.0,0.0,0.0
1740707423040,0.0,0.0,0.0
1740707423141,1.21,0.0,0.0
1740707423243,0.0,0.0,0.0
1740707423342,0.0,0.0,0.0
1740707423445,0.0,0.0,0.0
1740707423545,0.0,0.0,0.0
1740707423645,0.0,0.0,0.0
1740707423747,0.0,0.0,0.0
1740707423849,0.0,0.0,0.0
1740707423951,0.4,0.0,0.0
1740707424051,0.0,0.0,0.0
1740707424270,0.4,0.0,0.0
1740707424354,0.0,0.0,0.0
1740707424455,0.0,0.0,0.0
1740707424565,0.81,0.0,0.0
1740707424655,0.0,0.0,0.0
1740707424757,0.0,0.0,0.0
1740707424862,0.0,0.0,0.0
1740707424964,0.0,0.0,0.0
1740707425059,0.0,0.0,0.0
1740707425164,0.0,0.0,0.0
1740707425265,0.4,0.0,0.0
1740707425363,0.81,0.0,0.0
1740707425465,0.0,0.0,0.0
1740707425565,0.0,0.0,0.0
1740707425668,0.0,0.0,0.0
1740707425768,0.0,0.0,0.0
1740707425869,0.0,0.0,0.0
1740707425969,0.0,0.0,0.0
1740707426072,0.81,0.0,0.0
1740707426171,0.0,0.0,0.0
1740707426390,0.0,0.0,0.0
1740707426477,0.0,0.0,0.0
1740707426580,0.0,0.0,0.0
1740707426677,0.0,0.0,0.0
1740707426778,0.0,0.0,0.0
1740707426878,0.0,0.0,0.0
1740707426979,0.0,0.0,0.0
1740707427080,0.81,0.0,0.0
1740707427181,0.0,0.0,0.0
1740707427285,0.0,0.0,0.0
1740707427385,0.0,0.0,0.0
1740707427485,0.0,0.0,0.0
1740707427586,0.81,0.0,0.0
1740707427687,0.0,0.0,0.0
1740707427790,0.0,0.0,0.0
1740707427890,0.0,0.0,0.0
1740707427991,0.0,0.0,0.0
1740707428092,0.0,0.0,0.0
1740707428193,0.0,0.0,0.0
1740707428294,0.0,0.0,0.0
1740707428513,0.0,0.0,0.0
1740707428597,0.0,0.0,0.0
1740707428700,1.21,0.0,0.0
1740707428800,0.0,0.0,0.0
1740707428900,0.0,0.0,0.0
1740707429001,0.0,0.0,0.0
1740707429103,0.0,0.0,0.0
1740707429204,0.0,0.0,0.0
1740707429305,0.0,0.0,0.0
1740707429407,0.0,0.0,0.0
1740707429507,0.0,0.0,0.0
1740707429608,0.0,0.0,0.0
1740707429713,0.0,0.0,0.0
1740707429811,0.0,0.0,0.0
1740707429912,0.0,0.0,0.0
1740707430013,0.0,0.0,0.0
1740707430114,0.81,0.0,0.0
1740707430217,0.0,0.0,0.0
1740707430317,0.0,0.0,0.0
1740707430418,0.4,0.0,0.0
1740707430635,0.4,0.0,0.0
1740707430721,0.0,0.0,0.0
1740707430824,0.0,0.0,0.0
1740707430925,0.0,0.0,0.0
1740707431025,0.0,0.0,0.0
1740707431127,0.0,0.0,0.0
1740707431227,0.0,0.0,0.0
1740707431329,0.0,0.0,0.0
1740707431431,0.0,0.0,0.0
1740707431531,0.0,0.0,0.0
1740707431631,0.0,0.0,0.0
1740707431733,0.0,0.0,0.0
1740707431841,0.0,0.0,0.0
1740707431935,0.0,0.0,0.0
1740707432035,0.0,0.0,0.0
1740707432136,0.0,0.0,0.0
1740707432237,0.0,0.0,0.0
1740707432340,0.0,0.0,0.0
1740707432441,0.4,0.0,0.0
1740707432541,0.0,0.0,0.0
1740707452763,0.0,0.0,0.0
1740707452849,0.0,0.0,0.0
1740707452950,0.0,0.0,0.0
1740707453051,0.0,0.0,0.0
1740707453152,0.0,0.0,0.0
1740707453256,0.0,0.0,0.0
1740707453356,0.0,0.0,0.0
1740707453456,0.0,0.0,0.0
1740707453558,0.0,0.0,0.0
1740707453658,0.0,0.0,0.0
1740707453759,0.0,0.0,0.0
1740707453862,0.0,0.0,0.0
1740707453961,0.0,0.0,0.0
1740707454062,0.0,0.0,0.0
1740707454163,0.0,0.0,0.0
1740707454264,0.0,0.0,0.0
1740707454365,0.0,0.0,0.0
1740707454467,0.0,0.0,0.0
1740707454568,0.0,0.0,0.0
1740707454669,0.0,0.0,0.0
1740707454885,0.0,0.0,0.0
1740707454972,0.0,0.0,0.0
1740707455073,0.4,0.0,0.0
1740707455174,0.0,0.0,0.0
1740707455276,0.4,0.0,0.0
1740707455377,0.0,0.0,0.0
1740707455478,0.81,0.0,0.0
1740707455579,0.0,0.0,0.0
1740707455680,0.0,0.0,0.0
1740707455781,0.0,0.0,0.0
1740707455882,0.0,0.0,0.0
1740707455983,0.0,0.0,0.0
1740707456085,0.4,0.0,0.0
1740707456186,0.0,0.0,0.0
1740707456287,0.0,0.0,0.0
1740707456388,0.0,0.0,0.0
1740707456489,0.0,0.0,0.0
1740707456590,0.0,0.0,0.0
1740707456691,0.0,0.0,0.0
1740707456792,0.0,0.0,0.0
1740707457046,0.0,0.0,0.0
1740707457146,0.0,0.0,0.0
1740707457247,0.0,0.0,0.0
1740707457349,0.0,0.0,0.0
1740707457450,0.0,0.0,0.0
1740707457551,0.0,0.0,0.0
1740707457652,0.0,0.0,0.0
1740707457753,0.0,0.0,0.0
1740707457854,0.0,0.0,0.0
1740707457955,0.0,0.0,0.0
1740707458056,0.0,0.0,0.0
1740707458158,0.4,0.0,0.0
1740707458260,0.0,0.0,0.0
1740707458361,0.0,0.0,0.0
1740707458462,0.0,0.0,0.0
1740707458564,0.0,0.0,0.0
1740707458664,0.0,0.0,0.0
1740707458765,0.0,0.0,0.0
1740707458866,0.0,0.0,0.0
1740707458967,0.0,0.0,0.0
1740707459184,0.0,0.0,0.0
1740707459272,0.0,0.0,0.0
1740707459372,0.0,0.0,0.0
1740707459473,0.0,0.0,0.0
1740707459574,0.0,0.0,0.0
1740707459675,1.21,0.0,0.0
1740707459776,0.0,0.0,0.0
1740707459877,0.0,0.0,0.0
1740707459979,0.4,0.0,0.0
1740707460080,0.0,0.0,0.0
1740707460181,0.0,0.0,0.0
1740707460282,0.0,0.0,0.0
1740707460383,0.0,0.0,0.0
1740707460484,0.0,0.0,0.0
1740707460585,0.0,0.0,0.0
1740707460686,0.0,0.0,0.0
1740707460788,0.0,0.0,0.0
