time,voltage,speed,distance_traveled
1740706806468,0.0,0.0,0.0
1740706806568,0.0,0.0,0.0
1740706806670,0.0,0.0,0.0
1740706806771,0.0,0.0,0.0
1740706806872,0.0,0.0,0.0
1740706806973,0.0,0.0,0.0
1740706807076,0.0,0.0,0.0
1740706807175,0.0,0.0,0.0
1740706807276,0.0,0.0,0.0
1740706807378,0.4,0.0,0.0
1740706807487,0.0,0.0,0.0
1740706807581,0.0,0.0,0.0
1740706807681,0.0,0.0,0.0
1740706807783,0.4,0.0,0.0
1740706807883,0.0,0.0,0.0
1740706807984,0.0,0.0,0.0
1740706808085,0.0,0.0,0.0
1740706808189,0.0,0.0,0.0
1740706808290,0.0,0.0,0.0
1740706808390,0.0,0.0,0.0
1740706808490,0.0,0.0,0.0
1740706808591,0.0,0.0,0.0
1740706808692,0.0,0.0,0.0
1740706808793,0.0,0.0,0.0
1740706808894,0.0,0.0,0.0
1740706808996,1.21,0.0,0.0
1740706809101,0.4,0.0,0.0
1740706809214,0.0,0.0,0.0
1740706809300,0.0,0.0,0.0
1740706809402,0.0,0.0,0.0
1740706809503,0.0,0.0,0.0
1740706809622,0.0,0.0,0.0
1740706809709,0.0,0.0,0.0
1740706809806,0.0,0.0,0.0
1740706809906,0.0,0.0,0.0
1740706810007,0.0,0.0,0.0
1740706810108,1.21,0.0,0.0
1740706810212,0.4,0.0,0.0
1740706810311,0.0,0.0,0.0
1740706810413,0.0,0.0,0.0
1740706810513,0.0,0.0,0.0
1740706810614,0.0,0.0,0.0
1740706810715,0.0,0.0,0.0
1740706810816,0.0,0.0,0.0
1740706810917,0.0,0.0,0.0
1740706811018,0.0,0.0,0.0
1740706811120,0.0,0.0,0.0
1740706811222,0.0,0.0,0.0
1740706811322,0.0,0.0,0.0
1740706811423,0.0,0.0,0.0
1740706811525,0.0,0.0,0.0
1740706811625,0.0,0.0,0.0
1740706811727,0.0,0.0,0.0
1740706811828,0.81,0.0,0.0
1740706811928,0.0,0.0,0.0
1740706812032,0.0,0.0,0.0
1740706813319,0.0,0.0,0.0
1740706813396,2.02,0.0,0.0
1740706813496,0.0,0.0,0.0
1740706813597,0.0,0.0,0.0
1740706813698,0.0,0.0,0.0
1740706813800,0.0,0.0,0.0
1740706813924,0.81,0.0,0.0
1740706814003,0.0,0.0,0.0
1740706814103,0.0,0.0,0.0
1740706814204,0.0,0.0,0.0
1740706814305,0.0,0.0,0.0
1740706814408,0.0,0.0,0.0
1740706814507,0.0,0.0,0.0
1740706814609,0.4,0.0,0.0
1740706814710,0.0,0.0,0.0
1740706814811,0.4,0.0,0.0
1740706814913,0.0,0.0,0.0
1740706815016,0.0,0.0,0.0
1740706815114,0.0,0.0,0.0
1740706815215,0.0,0.0,0.0
1740706815435,0.0,0.0,0.0
1740706815519,0.0,0.0,0.0
1740706815621,0.0,0.0,0.0
1740706815723,0.0,0.0,0.0
1740706815824,0.0,0.0,0.0
1740706815924,0.0,0.0,0.0
1740706816025,0.0,0.0,0.0
1740706816126,0.0,0.0,0.0
1740706816226,0.0,0.0,0.0
1740706816328,0.0,0.0,0.0
1740706816429,0.0,0.0,0.0
1740706816533,2.83,0.0,0.0
1740706816634,0.0,0.0,0.0
1740706816733,0.0,0.0,0.0
1740706816833,0.0,0.0,0.0
1740706816935,0.0,0.0,0.0
1740706817042,0.0,0.0,0.0
1740706817140,0.0,0.0,0.0
1740706817240,0.0,0.0,0.0
1740706817341,0.0,0.0,0.0
1740706817564,0.0,0.0,0.0
1740706817647,0.0,0.0,0.0
1740706817750,0.0,0.0,0.0
1740706817853,0.81,0.0,0.0
1740706817949,0.81,0.0,0.0
1740706818050,0.0,0.0,0.0
1740706818154,0.4,0.0,0.0
1740706818256,0.0,0.0,0.0
1740706818355,0.0,0.0,0.0
1740706818455,0.4,0.0,0.0
1740706818559,0.0,0.0,0.0
1740706818656,0.81,0.0,0.0
1740706818762,0.0,0.0,0.0
1740706818860,0.0,0.0,0.0
1740706818959,0.0,0.0,0.0
1740706819060,0.0,0.0,0.0
1740706819164,0.0,0.0,0.0
1740706819273,0.0,0.0,0.0
1740706819367,0.0,0.0,0.0
1740706819470,0.0,0.0,0.0
1740706819707,0.0,0.0,0.0
