time,voltage,speed,distance_traveled
1.72875E+12,0,0,0
,,,
1.72875E+12,0,0.31,0.045921438
,,,
1.72875E+12,0,0.31,0.092752211
,,,
1.72875E+12,0,0.31,0.13730964539999999
,,,
1.72875E+12,0,1.64,0.37062750899999997
,,,
1.72875E+12,0,1.64,0.623188083
,,,
1.72875E+12,0,3.06,1.071989103
,,,
1.72875E+12,0,3.06,1.5163021127999998
,,,
1.72875E+12,0,4.64,2.2580851319999997
,,,
1.72875E+12,0,4.64,2.999868151
,,,
1.72875E+12,0,5.57,3.792295286
,,,
1.72875E+12,0.4,5.57,4.617399827
,,,
1.72875E+12,0,5.9,5.4394683623999995
,,,
1.72875E+12,0,5.9,6.348070427
,,,
1.72875E+12,0,6.07,7.247241804
,,,
1.72875E+12,0,6.07,8.101899746700001
,,,
1.72875E+12,0,6.09,9.048693898500002
,,,
1.72875E+12,0,6.09,9.924031888
,,,
1.72875E+12,0,6.08,10.77118048
,,,
1.72875E+12,0,6.08,11.85909762
,,,
1.72875E+12,0,6.11,12.835885172400001
,,,
1.72875E+12,0,6.17,13.91275829
,,,
1.72875E+12,0,6.17,14.86294045
,,,
1.72875E+12,0,6.17,15.73167842
,,,
1.72875E+12,0,6.17,16.68186058
,,,
1.72875E+12,0,6.26,17.73771631
,,,
1.72875E+12,0,6.26,18.637489024500002
,,,
1.72875E+12,0,6.37,19.440960183900003
,,,
1.72875E+12,0,6.37,20.375228973900004
,,,
1.72875E+12,0,6.39,21.312431103900003
,,,
1.72875E+12,0,6.39,22.408957596000004
,,,
1.72875E+12,0,6.44,23.183476689600003
,,,
1.72875E+12,0,6.43,24.249144444900004
,,,
1.72875E+12,0,6.43,25.163921190600004
,,,
1.72875E+12,0,6.35,26.030063159100003
,,,
1.72875E+12,0,6.35,27.082472217600003
,,,
1.72875E+12,0,6.33,28.02015835
,,,
1.72875E+12,0,6.33,28.92999242
,,,
1.72875E+12,0,6.3,29.73387424
,,,
1.72875E+12,0,6.3,30.94431699
,,,
1.72875E+12,0,6.21,31.7367148
,,,
1.72875E+12,0,6.21,32.46535645
,,,
1.72875E+12,0,6.2,33.674772533399995
,,,
1.72875E+12,0,6.2,34.547734517399995
,,,
1.72875E+12,0,6.16,35.3337523
,,,
1.72875E+12,0,6.16,36.39081071
,,,
1.72875E+12,0,6.08,37.130951055000004
,,,
1.72875E+12,0,6.08,38.13861201180001
,,,
1.72875E+12,0,6.07,39.00217264110001
,,,
1.72875E+12,0,6.07,39.93695476560001
,,,
1.72875E+12,0,6.03,40.83020079570001
,,,
1.72875E+12,0,6.03,41.705758785600004
,,,
