time (ms),voltage,speed (mph),distance_traveled,
,,,,
1.73025E+12,0,0,12.636638052899999,
,,,,
1.73025E+12,0,0,12.636638052899999,
,,,,
1.73025E+12,0.4,0,12.636638052899999,
,,,,
1.73025E+12,0,0,12.636638052899999,
,,,,
1.73025E+12,0,0,12.636638052899999,
,,,,
1.73025E+12,0,0,12.636638052899999,
,,,,
1.73025E+12,0,0,12.636638052899999,
,,,,
1.73025E+12,0,0,12.636638052899999,
,,,,
1.73025E+12,0,0.03,12.641038062899998,
,,,,
1.73025E+12,0,1.94,12.922726703099999,
,,,,
1.73025E+12,0,4.19,13.54340678,
,,,,
1.73025E+12,0,6.77,14.53634237,
,,,,
1.73025E+12,0,8.07,15.530568630000001,
,,,,
1.73025E+12,0,10.78,17.08001748,
,,,,
1.73025E+12,0,15.25,19.29432252,
,,,,
1.73025E+12,0,16.12,21.65859456,
,,,,
1.73025E+12,0,16.9,23.76546601,
,,,,
1.73025E+12,0,17.44,26.272181042699998,
,,,,
1.73025E+12,0,18.08,28.97695519,
,,,,
1.73025E+12,0,19.07,32.22140523,
,,,,
1.73025E+12,0,20,35.09607843,
,,,,
1.73025E+12,0,21.14,38.25862961789999,
,,,,
1.73025E+12,0,22.7,42.12066506189999,
,,,,
1.73025E+12,0,23.96,45.63480638189999,
,,,,
1.73025E+12,0,24.88,48.70002934829999,
,,,,
1.73025E+12,0,26.34,52.563238128299986,
,,,,
1.73025E+12,1.21,27.09,55.86100162319999,
,,,,
1.73025E+12,0,28.54,59.335278852599984,
,,,,
1.73025E+12,0,30.14,63.844233100199986,
,,,,
1.73025E+12,0,30.81,68.27266716479998,
,,,,
1.73025E+12,0,31.44,73.71389553119998,
,,,,
1.73025E+12,0,31.75,77.57893764869998,
,,,,
1.73025E+12,0,31.84,82.15541738309999,
,,,,
1.73025E+12,0,31.66,86.89176414749998,
,,,,
1.73025E+12,0,31.57,92.21658291599998,
,,,,
1.73025E+12,0,31.58,96.89464421459998,
,,,,
1.73025E+12,0,31.49,101.51318804459997,
,,,,
1.73025E+12,0,31.23,106.78066001609997,
,,,,
1.73025E+12,0,30.76,110.52518585969997,
,,,,
1.73025E+12,0,30.6,115.73127769169997,
,,,,
1.73025E+12,0.4,30.74,120.28490670749997,
,,,,
1.73025E+12,0.81,30.89,124.81545033749997,
,,,,
1.73025E+12,0,30.51,129.33500860919997,
,,,,
1.73025E+12,0,30.44,133.79955208919998,
,,,,
1.73025E+12,0,30.52,138.9472705,
,,,,
1.73025E+12,0,30,143.34728045519998,
,,,,
1.73025E+12,0,29.55,147.76797050219997,
,,,,
1.73025E+12,0,29.69,152.77569521669997,
,,,,
1.73025E+12,0,29.89,157.15957184669998,
,,,,
1.73025E+12,0,29.52,160.79644411229998,
,,,,
1.73025E+12,0,29.46,165.11725393229997,
,,,,
1.73025E+12,0,29.74,169.47913051229997,
,,,,
1.73025E+12,0,29.4,173.79114031229997,
,,,,
1.73025E+12,0,29.24,177.9939125,
,,,,
1.73025E+12,0,29.52,183.05955604349998,
,,,,
1.73025E+12,0,29.44,186.7297511,
,,,,
1.73025E+12,0,28.96,191.6143488,
,,,,
1.73025E+12,0,28.82,195.8835612,
,,,,
1.73025E+12,0,28.42,200.0935201,
,,,,
1.73025E+12,0,28.34,204.20849744249998,
,,,,
1.73025E+12,0,28.15,208.3371735,
,,,,
1.73025E+12,0,28.1,213.11793102450002,
,,,,
1.73025E+12,0,27.95,216.5613789,
,,,,
1.73025E+12,0,27.83,221.9492791,
,,,,
1.73025E+12,0,27.69,225.4013069,
,,,,
1.73025E+12,0,27.62,229.4117401,
,,,,
1.73025E+12,0.4,27.54,233.49134132760003,
,,,,
1.73025E+12,0,27.42,237.51295046760004,
,,,,
1.73025E+12,0,27.37,241.48708349970005,
,,,,
1.73025E+12,0,27.3,246.77237551170003,
,,,,
1.73025E+12,0.4,27.24,250.16830322970003,
,,,,
1.73025E+12,0,27.35,254.17964567970003,
,,,,
1.73025E+12,0,27.24,258.17485475970005,
,,,,
1.73025E+12,0,27.41,262.15479580500005,
,,,,
1.73025E+12,0,27.05,266.1221382,
,,,,
1.73025E+12,0,26.98,270.7123459,
,,,,
1.73025E+12,0,26.56,274.0624549,
,,,,
1.73025E+12,0,26.79,277.9130796,
,,,,
1.73025E+12,0,26.44,282.3726364,
,,,,
1.73025E+12,0,26.32,286.31011737000006,
,,,,
1.73025E+12,0,26.11,290.71401404550005,
,,,,
1.73025E+12,0,26.33,293.99649483900004,
,,,,
1.73025E+12,0,26.01,297.8113035,
,,,,
1.73025E+12,0,26.17,301.6879617,
,,,,
1.73025E+12,0,26.01,305.3883261,
,,,,
1.73025E+12,0,26.28,309.2812789,
,,,,
1.73025E+12,0,25.91,313.04341946069997,
,,,,
1.73025E+12,1.21,26.11,316.33676827889997,
,,,,
1.73025E+12,0,25.74,319.77220808669995,
,,,,
1.73025E+12,0,25.62,323.15405577269996,
,,,,
1.73025E+12,0,25.46,326.92553901089997,
,,,,
1.73025E+12,0,25.65,330.76278773189995,
,,,,
1.73025E+12,0,25.28,334.39637465669995,
,,,,
1.73025E+12,0,25.12,338.00696419589997,
,,,,
1.73025E+12,0,25.06,342.3807795,
,,,,
1.73025E+12,0,24.98,346.59408237869997,
,,,,
1.73025E+12,0,24.62,349.6633827,
,,,,
1.73025E+12,0,24.47,353.7906654,
,,,,
1.73025E+12,0,24.61,356.858719,
,,,,
1.73025E+12,0,24.26,360.9150003,
,,,,
1.73025E+12,0,24.16,363.9623885,
,,,,
1.73025E+12,0,24.3,368.02535775269996,
,,,,
1.73025E+12,0,24.25,371.65316599769994,
,,,,
1.73025E+12,0,23.92,375.16144063769997,
,,,,
1.73025E+12,0,24,379.2446499,
,,,,
1.73025E+12,0,23.96,382.72364982449994,
,,,,
1.73025E+12,0,23.63,386.74390962809997,
,,,,
1.73025E+12,0,23.77,390.23018421809996,
,,,,
1.73025E+12,0,23.72,393.15249485969997,
,,,,
1.73025E+12,0,23.36,396.61289739089995,
,,,,
1.73025E+12,0,23.48,400.09107596249993,
,,,,
1.73025E+12,0,23.44,403.9758741248999,
,,,,
1.73025E+12,0,23.08,406.8870380744999,
,,,,
1.73025E+12,0,23.21,410.2911791444999,
,,,,
1.73025E+12,0,23.18,414.2008813634999,
,,,,
1.73025E+12,0,22.83,417.04702783199986,
,,,,
1.73025E+12,0,23.04,419.81797812959985,
,,,,
1.73025E+12,0,22.69,423.11257361729986,
,,,,
1.73025E+12,0,22.77,425.95124006879985,
,,,,
1.73025E+12,0,22.77,429.29084765879986,
,,,,
1.73025E+12,0,22.58,433.13246705639983,
,,,,
1.73025E+12,0,22.5,435.9044733563998,
,,,,
1.73025E+12,0,22.43,439.19421416639983,
,,,,
1.73025E+12,0,22.34,442.4379895385998,
,,,,
1.73025E+12,0,22.3,445.1853557825998,
,,,,
1.73025E+12,0,22.26,447.92779401539985,
,,,,
1.73025E+12,0,22.19,451.1172439307999,
,,,,
1.73025E+12,0,21.83,454.83126303839987,
,,,,
1.73025E+12,0,21.94,458.11349449799985,
,,,,
1.73025E+12,0,21.89,461.06719187759984,
,,,,
1.73025E+12,0,21.72,464.4757916243998,
,,,,
1.73025E+12,0,21.68,467.17857110039984,
,,,,
1.73025E+12,0.4,21.64,469.8128864207998,
,,,,
1.73025E+12,0,21.52,472.36946823119985,
,,,,
1.73025E+12,0.4,21.3,475.55595547319984,
,,,,
1.73025E+12,0,21.41,479.1985184183999,
,,,,
1.73025E+12,0,21.3,481.8539244533999,
,,,,
1.73025E+12,0.4,21.18,484.92926744279987,
,,,,
1.73025E+12,0,21.18,488.00461043219985,
,,,,
1.73025E+12,0,21.04,491.58422390099986,
,,,,
1.73025E+12,0,21.08,494.6759642609999,
,,,,
1.73025E+12,0,20.97,497.7515712509999,
,,,,
1.73025E+12,0,20.89,500.3558638364999,
,,,,
1.73025E+12,0.4,20.83,503.6247925991999,
,,,,
1.73025E+12,0,20.96,507.4367265959999,
,,,,
1.73025E+12,0,20.57,510.48383618789995,
,,,,
1.73025E+12,0,20.51,513.4919764,
,,,,
1.73025E+12,0,20.47,516.8845454,
,,,,
1.73025E+12,0,20.37,519.4837633,
,,,,
1.73025E+12,0,20.3,522.9077044239001,
,,,,
1.73025E+12,0,20.2,525.4259768139001,
,,,,
1.73025E+12,0,20.29,528.8482312584001,
,,,,
1.73025E+12,0,20.02,531.3147008640001,
,,,,
1.73025E+12,0,19.92,534.7329806,
,,,,
1.73025E+12,0,19.81,538.1033296,
,,,,
1.73025E+12,0,19.75,541.0000029,
,,,,
1.73025E+12,0,19.75,543.4042416735001,
,,,,
1.73025E+12,0,19.66,546.2877149,
,,,,
1.73025E+12,0,19.82,549.717904,
,,,,
1.73025E+12,0,19.53,552.0380733,
,,,,
1.73025E+12,0,19.65,554.9488999,
,,,,
1.73025E+12,0,19.4,558.3064009,
,,,,
1.73025E+12,0,19.24,561.1000552245001,
,,,,
1.73025E+12,0,19.14,563.9072616045001,
,,,,
1.73025E+12,0,19.06,566.6468251641002,
,,,,
1.73025E+12,0.4,19.03,569.4378981741002,
,,,,
1.73025E+12,0,18.91,572.2113711441002,
,,,,
1.73025E+12,0,19.05,575.0333175576002,
,,,,
1.73025E+12,0,18.6,578.2250848116003,
,,,,
1.73025E+12,0,18.77,581.0055537975002,
,,,,
1.73025E+12,0,18.42,583.6801438761001,
,,,,
1.73025E+12,0,18.56,586.3750620009001,
,,,,
1.73025E+12,0,18.31,589.4902104141001,
,,,,
1.73025E+12,0,18.64,592.2240832941001,
,,,,
1.73025E+12,0,18.36,594.9168894141001,
,,,,
1.73025E+12,0,18.49,597.655881,
,,,,
1.73025E+12,0,18.25,600.3860871774001,
,,,,
1.73025E+12,0.4,18.26,603.0374452032001,
,,,,
1.73025E+12,0,18.01,606.0487240470002,
,,,,
1.73025E+12,0,18.03,608.3229132156001,
,,,,
1.73025E+12,0,17.82,610.9365191556001,
,,,,
1.73025E+12,0,17.92,613.5647917956001,
,,,,
1.73025E+12,0,17.74,616.5569453,
,,,,
1.73025E+12,0,17.81,618.9862348,
,,,,
1.73025E+12,0,17.67,621.7851691448999,
,,,,
1.73025E+12,0,17.71,624.3826417148998,
,,,,
1.73025E+12,0,17.47,626.9705369297999,
,,,,
1.73025E+12,0,17.54,629.9032315949999,
,,,,
1.73025E+12,0,17.32,632.4435040349998,
,,,,
1.73025E+12,0,17.36,634.5567995045998,
,,,,
1.73025E+12,0,17.17,637.5031782008998,
,,,,
1.73025E+12,0,17.25,640.0584840083998,
,,,,
1.73025E+12,0,17.09,642.9410038928997,
,,,,
1.73025E+12,0,17.15,645.4563429428997,
,,,,
1.73025E+12,0,16.78,647.5482543638998,
,,,,
1.73025E+12,0,16.87,649.9977839309997,
,,,,
1.73025E+12,0,16.46,652.5084883037997,
,,,,
1.73025E+12,0,16.52,655.2706385813997,
,,,,
1.73025E+12,0,16.27,657.6091852295997,
,,,,
1.73025E+12,0,16.55,660.0607974680997,
,,,,
1.73025E+12,0,16.26,662.4694509422998,
,,,,
1.73025E+12,0,16.61,664.8568670348998,
,,,,
1.73025E+12,0,16.37,668.0501156255998,
,,,,
1.73025E+12,0,16.35,670.0884202580999,
,,,,
1.73025E+12,0,16.26,672.0916568108998,
,,,,
1.73025E+12,0,16.24,674.8546284236999,
,,,,
1.73025E+12,0,16.09,677.1909017333999,
,,,,
1.73025E+12,0,16.06,679.5699284735998,
,,,,
1.73025E+12,0,16.13,681.9356671835998,
,,,,
1.73025E+12,0,15.91,684.2458044338997,
,,,,
1.73025E+12,0,16.01,686.5704617171997,
,,,,
1.73025E+12,0,15.74,688.9020856829998,
,,,,
1.73025E+12,0,15.83,691.2470416790998,
,,,,
1.73025E+12,0,15.77,693.5137214972997,
,,,,
1.73025E+12,0,15.59,695.4801446330997,
,,,,
1.73025E+12,0,15.64,697.3611195746997,
,,,,
1.73025E+12,0,15.45,699.6044646731997,
,,,,
1.73025E+12,0,15.39,701.8616698031997,
,,,,
1.73025E+12,0,15.29,704.4630143819996,
,,,,
1.73025E+12,0,15.25,706.3418186519996,
,,,,
1.73025E+12,0,15.19,709.2826093355995,
,,,,
1.73025E+12,0,14.97,711.1269175271996,
,,,,
1.73025E+12,0,15.06,713.3357225471996,
,,,,
1.73025E+12,0,14.86,715.5369888833997,
,,,,
1.73025E+12,0,14.78,717.7047271433996,
,,,,
1.73025E+12,0,14.72,719.8636653833996,
,,,,
1.73025E+12,0,14.86,722.0213422871997,
,,,,
1.73025E+12,0,14.8,724.2137206031996,
,,,,
1.73025E+12,0,14.75,726.3770588531995,
,,,,
1.73025E+12,0,14.89,728.2115110223996,
,,,,
1.73025E+12,0,14.81,730.3184851442996,
,,,,
1.73025E+12,0,14.74,732.1344572714996,
,,,,
1.73025E+12,0,14.66,734.3060968736996,
,,,,
1.73025E+12,0,14.48,736.4298350336996,
,,,,
1.73025E+12,0,14.43,738.5250757955996,
,,,,
1.73025E+12,0,14.35,740.6507939600996,
,,,,
1.73025E+12,0,14.17,743.0408060585995,
,,,,
1.73025E+12,0,14.1,745.8119323565995,
,,,,
1.73025E+12,0,14.04,747.5210722409995,
,,,,
1.73025E+12,0,13.97,749.2626695324994,
,,,,
1.73025E+12,0,13.92,751.6105148684994,
,,,,
1.73025E+12,0,13.86,753.6229914422994,
,,,,
1.73025E+12,0,13.79,755.6657547515994,
,,,,
1.73025E+12,0,13.87,757.7000260415994,
,,,,
1.73025E+12,0,13.82,759.7472333609994,
,,,,
1.73025E+12,0,13.75,761.7639046109995,
,,,,
1.73025E+12,0,13.81,764.0729418587995,
,,,,
1.73025E+12,0,13.75,765.8072791337994,
,,,,
1.73025E+12,0,13.71,767.8180837037994,
,,,,
1.73025E+12,0,13.5,770.0752888337995,
,,,,
1.73025E+12,0,13.45,772.0874134067996,
,,,,
1.73025E+12,0,13.38,774.3441785357995,
,,,,
1.73025E+12,0,13.18,775.9872889367995,
,,,,
1.73025E+12,0,13.13,777.8937692696995,
,,,,
1.73025E+12,0,13.2,779.8491337136995,
,,,,
1.73025E+12,0,13.19,782.0738521031996,
,,,,
1.73025E+12,0,13.25,783.7256891906997,
,,,,
1.73025E+12,0,13.03,785.6367602006997,
,,,,
1.73025E+12,0,13.02,787.5272684972996,
,,,,
1.73025E+12,0,12.99,789.1276401344996,
,,,,
1.73025E+12,0,12.9,791.0007243914997,
,,,,
1.73025E+12,0,12.86,792.8680006352997,
,,,,
1.73025E+12,0,12.93,794.4799442987996,
,,,,
1.73025E+12,0,12.72,796.3455485387997,
,,,,
1.73025E+12,0,12.71,798.5079481199997,
,,,,
1.73025E+12,0,12.77,800.3808857099997,
,,,,
1.73025E+12,0,12.56,802.2230232299996,
,,,,
1.73025E+12,0,12.53,804.0791381150997,
,,,,
1.73025E+12,0,12.62,805.8930569042997,
,,,,
1.73025E+12,0,12.41,807.7313957489996,
,,,,
1.73025E+12,0,12.36,809.5441998689996,
,,,,
1.73025E+12,0,12.28,811.3452706289996,
,,,,
1.73025E+12,0,12.12,813.1228746689997,
,,,,
1.73025E+12,0,12.19,815.1968047157997,
,,,,
1.73025E+12,0,12.1,817.2554227277997,
,,,,
1.73025E+12,0,11.96,818.7288980765996,
,,,,
1.73025E+12,0,12.05,820.4785620530997,
,,,,
1.73025E+12,0,11.95,822.5291867135998,
,,,,
1.73025E+12,0.4,11.78,824.2396466009998,
,,,,
1.73025E+12,0,11.86,826.0139066333998,
,,,,
1.73025E+12,0,11.78,827.4479285591997,
,,,,
1.73025E+12,0,11.62,829.4078396801997,
,,,,
1.73025E+12,0,11.7,831.4155642431997,
,,,,
1.73025E+12,0,11.62,832.8301087913997,
,,,,
1.73025E+12,0,11.47,834.7983652646997,
,,,,
1.73025E+12,0,11.55,836.2213284986997,
,,,,
1.73025E+12,0,11.47,837.9035989886996,
,,,,
1.73025E+12,0,11.32,839.5638694286996,
,,,,
1.73025E+12,0,11.41,841.5218298785995,
,,,,
1.73025E+12,0,11.32,843.1821003185995,
,,,,
1.73025E+12,0,11.15,844.8010839980996,
,,,,
1.73025E+12,0,11.23,846.8763927146995,
,,,,
1.73025E+12,0,11.27,848.3805654665995,
,,,,
1.73025E+12,0,10.98,849.7333045409995,
,,,,
1.73025E+12,10.52,11.07,851.3569082309995,
,,,,
1.73025E+12,0,11.16,852.7154553185995,
,,,,
1.73025E+12,0,10.95,854.0484383480996,
,,,,
1.73025E+12,0,10.81,855.8717291585996,
,,,,
1.73025E+12,0,10.89,857.4689327885995,
,,,,
1.73025E+12,0,10.92,858.8142798461995,
,,,,
1.73025E+12,0,10.65,860.3762833961995,
,,,,
1.73025E+12,0.4,10.75,862.2052208861994,
,,,,
1.73025E+12,0,10.78,863.7862911461993,
,,,,
1.73025E+12,0,10.49,865.3248279761993,
,,,,
1.73025E+12,0,10.38,867.0755919551993,
,,,,
1.73025E+12,0,10.56,868.4075629823993,
,,,,
1.73025E+12,0,10.35,869.9255664323994,
,,,,
1.73025E+12,0.4,10.22,871.4245031723995,
,,,,
1.73025E+12,0,10.43,872.9542399823995,
,,,,
1.73025E+12,0,10.45,874.5022368338995,
,,,,
1.73025E+12,0,10.17,876.2026646984995,
,,,,
1.73025E+12,0,10.26,877.7375641868995,
,,,,
1.73025E+12,0,10.3,879.2331275858994,
,,,,
1.73025E+12,0,10.12,880.7322403262995,
,,,,
1.73025E+12,0,9.99,882.4025721224995,
,,,,
1.73025E+12,0,10.17,883.6704350039995,
,,,,
1.73025E+12,0,10.08,885.1636223975995,
,,,,
1.73025E+12,0,9.92,886.8222501671995,
,,,,
1.73025E+12,0,9.89,888.2872921634995,
,,,,
1.73025E+12,0,9.93,889.7291314403996,
,,,,
1.73025E+12,0,9.87,891.4373033225995,
,,,,
1.73025E+12,0,9.64,892.8370345037995,
,,,,
1.73025E+12,0,9.63,894.2494377137995,
,,,,
1.73025E+12,0,9.74,895.4494084409995,
,,,,
1.73025E+12,0,9.59,897.0669254504995,
,,,,
1.73025E+12,0,9.46,898.4543952704996,
,,,,
1.73025E+12,0.4,9.5,899.8755985004997,
,,,,
1.73025E+12,0,9.61,901.2709736717997,
,,,,
1.73025E+12,0,9.38,902.6604674963997,
,,,,
1.73025E+12,0,9.28,904.0079265587998,
,,,,
1.73025E+12,0,9.32,905.3885323631998,
,,,,
1.73025E+12,0,9.33,906.7432514420998,
,,,,
1.73025E+12,0,9.22,907.8791580236998,
,,,,
1.73025E+12,0,9.11,909.1885716662998,
,,,,
1.73025E+12,0,9.17,910.3452169616997,
,,,,
1.73025E+12,0,9.27,911.6776279898997,
,,,,
1.73025E+12,0,9.12,913.0286070602998,
,,,,
1.73025E+12,0,9.02,914.5632132146999,
,,,,
1.73025E+12,0,9.08,915.6818718,
,,,,
1.73025E+12,0,9.1,917.2167419,
,,,,
1.73025E+12,0,8.96,918.5440196,
,,,,
1.73025E+12,0,8.86,919.8304945191001,
,,,,
1.73025E+12,0,8.91,921.1634335,
,,,,
1.73025E+12,0,8.92,922.4586204921001,
,,,,
1.73025E+12,0,8.77,923.7320274,
,,,,
1.73025E+12,0,8.67,925.2198028,
,,,,
1.73025E+12,0,8.72,926.5243177,
,,,,
1.73025E+12,0,8.73,927.7791126,
,,,,
1.73025E+12,0,8.59,929.0515808,
,,,,
1.73025E+12,0,8.42,930.2618182,
,,,,
1.73025E+12,0,8.48,931.7169895,
,,,,
1.73025E+12,0,8.47,932.7480732104999,
,,,,
1.73025E+12,0,8.32,934.1879911496999,
,,,,
1.73025E+12,0,8.14,935.3818605296998,
,,,,
1.73025E+12,0,8.2,936.5845299296998,
,,,,
1.73025E+12,0,8.3,937.8018660296998,
,,,,
1.73025E+12,0,8.21,939.0060020996998,
,,,,
1.73025E+12,0,8.06,940.3772798828999,
,,,,
1.73025E+12,0,8.03,941.5550158928999,
,,,,
1.73025E+12,0,8.14,942.7369465790999,
,,,,
1.73025E+12,0,8.06,943.9309039592999,
,,,,
1.73025E+12,0,7.95,945.2718070067999,
,,,,
1.73025E+12,0,7.8,946.2442092,
,,,,
1.73025E+12,0,7.88,947.3768304575999,
,,,,
1.73025E+12,0,7.9,948.5586731,
,,,,
1.73025E+12,0,7.84,949.6970437,
,,,,
1.73025E+12,0,7.67,950.833229,
,,,,
1.73025E+12,0.4,7.59,951.9241674591001,
,,,,
1.73025E+12,0,7.69,952.8715776,
,,,,
1.73025E+12,0,7.71,953.8327598,
,,,,
1.73025E+12,0,7.66,955.1359840920001,
,,,,
1.73025E+12,0,7.48,956.2220826,
,,,,
1.73025E+12,0,7.44,957.3023730156001,
,,,,
1.73025E+12,0,7.54,958.2534205104001,
,,,,
1.73025E+12,0,7.49,959.5057513566001,
,,,,
1.73025E+12,0,7.44,960.6078658614001,
,,,,
1.73025E+12,0,7.4,961.6932016614002,
,,,,
1.73025E+12,0,7.5,962.7932041614001,
,,,,
1.73025E+12,0,7.53,963.8865626463001,
,,,,
1.73025E+12,0,7.5,964.9865651463001,
,,,,
1.73025E+12,0,7.48,966.2701360635001,
,,,,
1.73025E+12,0,7.48,967.3781759151001,
,,,,
1.73025E+12,0,6.24,968.4306583071001,
,,,,
1.73025E+12,0,4.99,969.0527463876001,
,,,,
1.73025E+12,0,3.74,969.6067663,
,,,,
1.73025E+12,0,2.49,970.0194433,
,,,,
1.73025E+12,0,1.25,970.2064437,
,,,,
1.73025E+12,0,0,970.2064437,
,,,,
1.73025E+12,0,0,970.2064437,
,,,,
1.73025E+12,0,0,970.2064437,
,,,,
1.73025E+12,0,0,970.2064437,
,,,,
1.73025E+12,0,0,970.2064437,
,,,,
1.73025E+12,0,0,970.2064437,
,,,,
1.73025E+12,0,0,970.2064437,
,,,,
1.73025E+12,0,0,970.2064437,
,,,,
1.73025E+12,0,0,970.2064437,
,,,,
1.73025E+12,0.4,0,970.2064437,
,,,,
1.73025E+12,0,0,970.2064437,
,,,,
1.73025E+12,0,0,970.2064437,
,,,,
1.73025E+12,0,0,970.2064437,
,,,,
1.73025E+12,0,0,970.2064437,
,,,,
1.73025E+12,0.4,0,970.2064437,
,,,,
